Random,5,0.295760548,0.2225,0.518260548,00:00.0
Only Interestingness,5,0.599504285,0.12,0.733381799,00:00.0
Only Diversity,5,0.313882088,0.25,0.563882088,00:00.1
i-DiVE Greedy,5,0.600005043,0.243333333,0.832837618,00:01.3
i-DiVE-SwapI,5,0.623239504,0.25,0.832837618,00:26.9
i-DiVE-SwapD,5,0.614195043,0.25,0.832837618,00:10.9
Random,15,0.29356756,0.21667328,0.51024084,00:00.0
Only Interestingness,15,0.592036071,0.119206349,0.71124242,00:00.0
Only Diversity,15,0.306780662,0.237896825,0.544677487,00:00.1
i-DiVE Greedy,15,0.582984483,0.21031746,0.793301944,00:06.5
i-DiVE-SwapI,15,0.5809129,0.229365079,0.810277979,00:47.9
i-DiVE-SwapD,15,0.596656087,0.207936508,0.804592595,00:45.6
Random,25,0.278221595,0.216381944,0.49460354,00:00.1
Only Interestingness,25,0.558292003,0.101666667,0.65995867,00:00.0
Only Diversity,25,0.295002457,0.233263889,0.528266346,00:00.2
i-DiVE Greedy,25,0.55451325,0.210277778,0.764791028,00:13.3
i-DiVE-SwapI,25,0.554432152,0.225833333,0.780265485,02:19.9
i-DiVE-SwapD,25,0.596199017,0.195555556,0.791754573,03:23.1
Random,35,0.283614352,0.213785014,0.497399366,00:00.1
Only Interestingness,35,0.536578826,0.105322129,0.641900955,00:00.0
Only Diversity,35,0.292668185,0.230322129,0.522990314,00:00.3
i-DiVE Greedy,35,0.533257819,0.210504202,0.743762021,00:22.5
i-DiVE-SwapI,35,0.53301895,0.230952381,0.763971331,04:10.4
i-DiVE-SwapD,35,0.595497529,0.191456583,0.786954111,09:07.3
