Only Importance,5,12.32636309
Only Diversity,5,0.026067972
i-DiVE-Greedy,5,12.33338428
i-DiVE-SwapI,5,13.4735229
i-DiVE-SwapD,5,13.33883905
Only Importance,15,12.37838078
Only Diversity,15,0.044168949
i-DiVE-Greedy,15,12.40545321
i-DiVE-SwapI,15,15.0205102
i-DiVE-SwapD,15,14.89419079
Only Importance,25,12.39366136
Only Diversity,25,0.084321737
i-DiVE-Greedy,25,12.45686135
i-DiVE-SwapI,25,16.94255743
i-DiVE-SwapD,25,16.67239866
Only Importance,35,12.4503684
Only Diversity,35,0.129394054
i-DiVE-Greedy,35,12.56471586
i-DiVE-SwapI,35,18.89835238
i-DiVE-SwapD,35,19.11736106
